name,category,sub-category,cas,unit,median,mean,std,cv,type
Methanol,water,ocean,000067-56-1,kilogram,63520.56390046722,75605.80471954987,48290.52771591816,0.7602345563491284,emission
Thifensulfuron-methyl,soil,agricultural,079277-27-3,kilogram,74810.27421370731,75887.27457781829,13590.513768587,0.181666407608179,emission
Hydrogen peroxide,water,,007722-84-1,kilogram,76289.07325376506,76545.30780165383,5718.328594998949,0.07495606318322572,emission
"Hydrocarbons, chlorinated",air,urban air close to ground,,kilogram,75707.58878845753,76992.68343499354,11094.22696299509,0.1465404874271538,emission
Azinphos-methyl,soil,agricultural,000086-50-0,kilogram,76109.68972513799,77635.26037686944,16409.73648416908,0.2156064036449378,emission
t-Butylamine,water,surface water,000075-64-9,kilogram,72224.70721178505,79568.12373309176,33169.53326738749,0.4592546587987434,emission
Bitertanol,soil,agricultural,055179-31-2,kilogram,78444.89966536767,79796.83183030304,11951.50457210932,0.1523554064457009,emission
Zirconium-95,air,non-urban air or from high stacks,013967-71-0,kilo Becquerel,79337.62450470694,79858.35631812745,6108.308725393421,0.07699132364406786,emission
Imazethapyr,soil,agricultural,081335-77-5,kilogram,79379.4338520001,80394.599540201,12376.12152839481,0.1559109321876698,emission
Diethylene glycol,water,,000111-46-6,kilogram,80543.65104376947,80669.90774554202,8371.67402767573,0.1039395895168242,emission
"Phenol, 2,4-dichloro",air,urban air close to ground,000120-83-2,kilogram,77615.83090063388,81045.43454948002,22069.03963804063,0.2843368341478438,emission
Carbon disulfide,air,urban air close to ground,000075-15-0,kilogram,77588.50079578932,81179.74440877441,23063.37030438854,0.2972524287470208,emission
Triadimenol,soil,agricultural,055219-65-3,kilogram,81476.22840219483,82921.40854255453,13301.35421491968,0.1632544175861896,emission
Lead,water,ocean,007439-92-1,kilogram,76828.84558300671,83000.71922144643,29998.2415398628,0.390455450843035,emission
"Methane, bromochlorodifluoro-, Halon 1211",air,non-urban air or from high stacks,000353-59-3,kilogram,81135.63284631277,83027.57085130583,17686.41637084514,0.2179858066103555,emission
Naphtalene,water,surface water,00091-20-3,kilogram,75285.85235075821,83684.51353445712,39912.51839752813,0.5301463309676689,emission
"1,4-Butanediol",air,non-urban air or from high stacks,000110-63-4,kilogram,79987.99621600047,83924.98007831616,25677.49900984123,0.3210169053429146,emission
Mefenpyr-diethyl,soil,agricultural,135590-91-9,kilogram,82472.93110761062,84592.65493674908,16361.57045950476,0.1983871585472838,emission
"Occupation, seabed, infrastructure",natural resource,land,,square meter-year,81013.00967549317,84684.85187567674,24326.7994542594,0.3002826280828618,natural resource
Fluosilicic acid,water,,016961-83-4,kilogram,75387.09464499351,86305.59421274769,46075.10548607776,0.6111802783095797,emission
Atrazine,air,non-urban air or from high stacks,001912-24-9,kilogram,85121.13426509727,87303.26893897582,17792.99967397356,0.2090315152352162,emission
Nitrite,water,ocean,014797-65-0,kilogram,86957.54649641452,88231.97048707302,18000.043799929,0.2069980642872805,emission
Lanthanum-140,air,non-urban air or from high stacks,013981-28-7,kilo Becquerel,88195.83523676281,88397.52022404924,5918.802496412418,0.06710977316018743,emission
Phosphorus,air,non-urban air or from high stacks,007723-14-0,kilogram,82925.70782574295,91195.88534598475,36450.24647321324,0.4395530340218314,emission
"Transformation, from heterogeneous, agricultural",natural resource,land,,square meter,82720.0861103188,92094.82697842554,45453.28284940781,0.5494830214367705,natural resource
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",air,"low population density, long-term",000076-13-1,kilogram,86221.09587866307,92399.07568226353,34646.60203323097,0.4018343965610032,emission
"Arsenic, ion",water,ocean,017428-41-0,kilogram,84205.57135421186,92692.80552984588,41611.8584071428,0.4941698956248627,emission
Thiram,soil,agricultural,000137-26-8,kilogram,86735.7830311183,94715.15698466742,38608.89697765922,0.4451322813769659,emission
Rimsulfuron,soil,agricultural,122931-48-0,kilogram,93931.46252244007,95066.88221244207,14908.10051493144,0.1587125348055761,emission
Vinclozolin,soil,agricultural,050471-44-8,kilogram,94380.93420056484,95194.19787378576,16638.65651271905,0.1762925600774513,emission
2-Aminopropanol,water,surface water,002749-11-3,kilogram,87714.99425767717,96843.07741591753,43312.78787891144,0.493790009854792,emission
Mercury,water,,007439-97-6,kilogram,93755.00076768831,97384.85514201406,24152.56473955697,0.2576136157195884,emission
Permethrin,soil,agricultural,052645-53-1,kilogram,96480.60178423833,97970.88560533889,13786.58961840955,0.14289493808549,emission
Antimony,water,,007440-36-0,kilogram,89619.3958518015,99937.30692950224,41078.04222606352,0.4583610705654828,emission
Ethylene glycol monoethyl ether,water,surface water,000110-80-5,kilogram,95362.22721738118,101109.2386814891,34036.89751950948,0.3569222166122579,emission
Flusilazole,soil,agricultural,085509-19-9,kilogram,100521.835081713,102030.3404241173,15422.52943111201,0.1534246705561555,emission
Fenoxaprop,soil,agricultural,095617-09-7,kilogram,100753.9470313541,102226.9057258321,12202.08797381038,0.1211077911420497,emission
Thallium,air,,007440-28-0,kilogram,97565.09805826316,103696.4254984506,29224.76460435647,0.299541180052976,emission
o-Xylene,water,,000095-47-6,kilogram,83125.10242764225,103995.2747596487,73368.79814378645,0.8826310705319328,emission
Isopropylamine,air,urban air close to ground,000075-31-0,kilogram,107606.2331460246,108910.7220728657,11827.2607808636,0.1099124133897865,emission
"Methane, dichloro-, HCC-30",water,surface water,000075-09-2,kilogram,96726.75571533511,109767.3134128757,53764.87303903095,0.5558428238538248,emission
Barite,water,ocean,007727-43-7,kilogram,109959.0889808402,109959.0889808403,4.367758994250211e-11,3.972167316711098e-16,emission
Urea,water,,000057-13-6,kilogram,110574.1192971106,110775.831277519,8460.482671675192,0.07651413120408435,emission
"Methane, dichloro-, HCC-30",air,,000075-09-2,kilogram,102346.1367697911,111458.9755714185,47514.1978663382,0.4642500378222645,emission
Benzo(a)pyrene,air,,000050-32-8,kilogram,104057.7635729855,111901.8832621336,38886.38301587905,0.3736999689466166,emission
Tin,soil,,007440-31-5,kilogram,72706.462168011,112234.4570536698,131244.2184523253,1.805124531421217,emission
Propanal,water,surface water,000123-38-6,kilogram,106298.2112585216,114050.6593185622,42619.40878521775,0.400941918783239,emission
Tellurium-132,water,surface water,014234-28-7,kilo Becquerel,113861.7633032045,114518.1446691471,8024.846007262988,0.070478848864245,emission
Sulfuric acid,air,non-urban air or from high stacks,007664-93-9,kilogram,114779.8421296202,115896.5892998583,13774.76808105606,0.1200103417593161,emission
Scandium,soil,,007440-20-2,kilogram,105137.270781811,116736.5976734628,58815.40795364726,0.5594153958561997,emission
Diflufenzopyr-sodium,soil,agricultural,109293-98-3,kilogram,120332.0243677151,121885.9947213726,23054.74403104838,0.1915927547316651,emission
Vanadium,soil,agricultural,007440-62-2,kilogram,90417.32067001471,122479.2072513887,116896.1952129539,1.29285179373514,emission
Lactic acid,water,surface water,000050-21-5,kilogram,109506.9367364725,122751.0646448102,57943.9681686136,0.5291351387908445,emission
"Metamorphous rock, graphite containing, in ground",natural resource,in ground,,kilogram,123395.8873089731,123395.955271812,1.202760079479089,9.747165045034909e-06,natural resource
Diethylamine,air,urban air close to ground,000109-89-7,kilogram,121466.5274898789,125482.7397083696,28723.86989386456,0.2364755993889589,emission
Folpet,soil,agricultural,000133-07-3,kilogram,122413.692707111,126938.8327073397,36198.15498035822,0.2957034803856994,emission
Ethylamine,air,urban air close to ground,000075-04-7,kilogram,126476.6720839408,129139.8607348469,18204.23599104992,0.1439335467252651,emission
Chloroacetyl chloride,water,surface water,000079-04-9,kilogram,114822.8536025431,129161.9276432692,58107.09954837148,0.5060586610180233,emission
Fentin hydroxide,soil,agricultural,000076-87-9,kilogram,126334.4320493333,129272.8283327289,27001.67288049617,0.2137316996046816,emission
Hydrogen fluoride,air,"low population density, long-term",007664-39-3,kilogram,129833.1525243574,130521.6407857473,16548.36721041106,0.1274587182754151,emission
Molybdenum,water,,007439-98-7,kilogram,109824.7933974386,131251.966511266,80278.10792950657,0.7309652533466895,emission
Dicamba,air,non-urban air or from high stacks,001918-00-9,kilogram,126889.1446567046,133409.758532179,37320.77709121571,0.2941211180214519,emission
Propineb,soil,agricultural,012071-83-9,kilogram,131355.6206462012,133683.2573597844,25184.35492615503,0.191726511604613,emission
Sulfur,water,ocean,007704-34-9,kilogram,130539.2783143632,133713.9845141657,29772.79430867773,0.2280753708242451,emission
Beryllium,water,surface water,007440-41-7,kilogram,110781.3397001195,134922.2121148549,105374.7708253265,0.9511960327485814,emission
Fluazifop,soil,agricultural,069335-91-7,kilogram,136312.4554363013,137456.6106146224,25500.83202333231,0.18707631625966,emission
m-Xylene,water,,000108-38-3,kilogram,117477.5675747708,138679.395232287,90448.99659390823,0.7699256842063933,emission
Tribenuron-methyl,soil,agricultural,101200-48-0,kilogram,140154.6208986779,141041.3204671213,16670.05879253121,0.1189404864830144,emission
Arsenic,soil,,007440-38-2,kilogram,98236.32354550465,141444.7911916165,141953.2018832389,1.44501745138583,emission
Quinmerac,soil,agricultural,090717-03-6,kilogram,140480.8575057123,141949.4376647598,18659.75044455279,0.1328277088840666,emission
Fenoxaprop-P ethyl ester,soil,agricultural,071283-80-2,kilogram,141724.0032550928,142898.6563965129,17047.85852783818,0.120289140415779,emission
Radium-228,water,ocean,015262-20-1,kilo Becquerel,143414.4773645065,143414.4773645065,5.823678659000281e-11,4.06073275587e-16,emission
Flutolanil,soil,agricultural,066332-96-5,kilogram,142056.8285174838,145421.5526534344,31998.4480294196,0.225251037654141,emission
Fomesafen,soil,agricultural,072178-02-0,kilogram,144083.5212506658,146846.6870021188,34525.59813273249,0.2396221152359778,emission
Abamectin,soil,agricultural,071751-41-2,kilogram,150601.0940194246,151125.4203159386,7881.268157698591,0.05233207772502677,emission
Methyl ethyl ketone,air,non-urban air or from high stacks,000078-93-3,kilogram,143537.1701094541,151587.8499031062,44409.35791728793,0.3093927369713618,emission
Ethyl acetate,air,urban air close to ground,000141-78-6,kilogram,149318.7948739305,152465.6840233284,31723.22292548905,0.2124529798962877,emission
Ethylene diamine,air,urban air close to ground,000107-15-3,kilogram,138649.9225688391,152779.1624587774,67567.21050554796,0.4873223818210293,emission
Allyl chloride,water,,000107-05-1,kilogram,139044.804878396,153686.7121079871,71649.49746567389,0.515297910830514,emission
"Hydrocarbons, chlorinated",air,non-urban air or from high stacks,,kilogram,154022.0012235423,155023.8310220678,13330.93801993634,0.0865521673139948,emission
Cobalt,water,,007440-48-4,kilogram,137493.9621711088,157048.060928722,84956.86776969352,0.6178952619313288,emission
Mercury,water,surface water,007439-97-6,kilogram,152266.9270444358,159854.2961976476,42428.55728861172,0.2786459155127617,emission
"Aldehydes, unspecified",air,,,kilogram,123684.9791671627,161175.4216132339,136639.735400359,1.104739931400139,emission
Permethrin,water,,52645-53-1,kilogram,150301.729868719,162087.3698942104,62635.56772656488,0.4167321812015995,emission
Dipropylamine,water,surface water,000142-84-7,kilogram,143107.1741229478,162452.2570168954,83022.13786701702,0.5801395938102316,emission
Metolachlor,air,non-urban air or from high stacks,051218-45-2,kilogram,160045.6566055437,163770.6359466045,37461.30862753086,0.2340663871926236,emission
Strontium,air,,007440-24-6,kilogram,159059.0709140245,163813.7659987414,30953.73723591264,0.1946052938574243,emission
Selenium,soil,,007782-49-2,kilogram,151674.8301053349,165162.2274665346,55514.28888097304,0.3660085779718334,emission
"Tungsten, in ground",natural resource,in ground,007440-33-7,kilogram,128867.7699864159,166639.5738771225,127610.5113903065,0.9902438088573894,natural resource
"Transformation, from urban, continuously built",natural resource,land,,square meter,168541.7548119483,172807.9586549645,48515.63367663374,0.2878552779444205,natural resource
Carfentrazone-ethyl,soil,agricultural,128639-02-1,kilogram,175115.5599216232,175167.4244347808,9422.004874998975,0.05380449846499077,emission
"Occupation, seabed, drilling and mining",natural resource,land,,square meter-year,176477.5558830752,176477.5558830751,5.823678659000281e-11,3.299954280225156e-16,natural resource
"Transformation, to seabed, drilling and mining",natural resource,land,,square meter,176477.5558830752,176477.5558830751,5.823678659000281e-11,3.299954280225156e-16,natural resource
"Toluene, 2-chloro",air,urban air close to ground,000095-49-8,kilogram,173571.205294745,177622.6079469545,34368.07832925863,0.1980056442593543,emission
"Transformation, from seabed, unspecified",natural resource,land,,square meter,180532.9538962762,180625.2326943372,1163.790786687166,0.006446417463239497,natural resource
"2,4-D ester",soil,agricultural,053467-11-1,kilogram,172991.0069160539,180775.7028380298,51200.25047417102,0.2959705905348976,emission
Lauric acid,water,,000143-07-7,kilogram,180131.6449333358,181040.6845382689,16068.90178348263,0.08920643449089417,emission
Molybdenum,air,non-urban air or from high stacks,007439-98-7,kilogram,178840.9746958197,181567.4916124135,27500.85665644192,0.1537726838226896,emission
"Butylcarbamate, iodopropynyl",water,surface water,55406-53-6,kilogram,170610.10008993,181572.0430580365,61802.19810455927,0.3622423178462636,emission
Triethylene glycol,water,,000112-27-6,kilogram,145639.8501383768,182468.6275105611,136182.0681692553,0.9350604799432612,emission
"Palladium, in ground",natural resource,in ground,007440-05-3,kilogram,184893.3770237843,185594.7852996899,11829.197554837,0.0639784817890763,natural resource
"Tin, ion",water,ground-,022537-50-4,kilogram,172047.9439137445,190207.0992778755,74242.5553117718,0.4315224792746898,emission
Iodide,water,ground-,020461-54-5,kilogram,114005.3194356255,191172.0181380755,273405.1160685603,2.39817858870122,emission
Beta-cyfluthrin,soil,agricultural,068359-37-5,kilogram,190501.1652181555,191277.9616031556,20641.12032395201,0.1083516749113555,emission
"Platinum, in ground",natural resource,in ground,007440-06-4,kilogram,194019.1520763487,194161.8392285884,9412.48807109818,0.04851319042665573,natural resource
Nickel,soil,forestry,007440-02-0,kilogram,177160.4072594808,195572.0869013267,83232.6404586067,0.4698151339012147,emission
Chlorfenvinphos,soil,agricultural,018708-86-6,kilogram,193065.0102327984,197200.2068895081,39587.53106081442,0.205047672869774,emission
