name,category,sub-category,cas,unit,median,mean,std,cv,type
Lead,soil,,007439-92-1,kilogram,862725.2235280208,990311.8940129757,501719.1368102803,0.5815514872262046,emission
Chlortoluron,soil,agricultural,015545-48-9,kilogram,969954.988052072,993292.8422397751,172620.8091785499,0.1779678555241192,emission
Oxamyl,soil,agricultural,023135-22-0,kilogram,981615.886252221,995922.6770127283,133687.2383654462,0.1361909889986193,emission
Molybdenum-99,water,surface water,014119-15-4,kilo Becquerel,993458.9060070713,996784.7305140259,66745.12352245433,0.06718458420259937,emission
"PAH, polycyclic aromatic hydrocarbons",air,urban air close to ground,130498-29-2,kilogram,971818.9602523441,1006205.403364859,202497.4313257626,0.2083695005015973,emission
"Acidity, unspecified",water,,012408-02-5,kilogram,833150.4259302065,1021203.185091396,700007.7875949291,0.8401937583040606,emission
Barium-140,air,non-urban air or from high stacks,014798-08-4,kilo Becquerel,1028412.283452844,1031723.657504811,69132.73061689959,0.06722277799404519,emission
Nitrate,air,,014797-55-8,kilogram,1024786.498449728,1037997.148389056,123610.7946212456,0.1206210218501522,emission
Acrolein,air,non-urban air or from high stacks,000107-02-8,kilogram,986764.0793297889,1043300.922243978,308612.168058144,0.312751725080785,emission
Selenium,water,ground-,007782-49-2,kilogram,907910.9480913198,1043474.547992862,595751.658972242,0.656178516433442,emission
Phosgene,air,,000075-44-5,kilogram,1042880.267274212,1047667.081162426,92816.75282753188,0.08900039222156163,emission
Lead,water,ground-,007439-92-1,kilogram,1036653.171890743,1049199.177505332,106524.8326266158,0.1027584109276645,emission
"Occupation, inland waterbody, unspecified",natural resource,land,,square meter-year,1048566.687432787,1050937.649660845,80873.0679886375,0.07712725280891727,natural resource
Titanium,air,,007440-32-6,kilogram,1049448.7411039,1062395.208880592,142289.4674640423,0.1355849617908637,emission
Fluoranthene,water,surface water,00206-44-0,kilogram,1000394.966015116,1100740.778257068,507748.6249566277,0.5075481606821237,emission
Flufenacet,soil,agricultural,142459-58-3,kilogram,1098063.954864229,1105951.177376632,146967.191423615,0.1338421052549593,emission
Dichromate,water,surface water,013907-47-6,kilogram,1028689.330286326,1118380.933694891,479616.3356283099,0.4662402160765226,emission
"Olivine, in ground",natural resource,in ground,,kilogram,1122860.097591233,1122860.097591297,1.580121296949683e-06,1.407229004164784e-12,natural resource
Dichromate,water,,013907-47-6,kilogram,1128694.575788162,1154264.853261394,248482.4621867904,0.2201503112684635,emission
Tungsten,soil,agricultural,007440-33-7,kilogram,862053.0966283572,1162350.177765454,1164129.820690399,1.350415450328428,emission
Uranium-238,air,"low population density, long-term",007440-61-1,kilo Becquerel,1028190.172696338,1163164.195202164,583965.4729843432,0.5679547310328258,emission
Nitrate,air,urban air close to ground,014797-55-8,kilogram,1162857.763206186,1173399.871153612,137270.6606080625,0.1180459596619842,emission
Phenmedipham,soil,agricultural,013684-63-4,kilogram,1160184.646011179,1179311.544299753,157188.0187101447,0.1354853464494393,emission
Monocrotophos,soil,agricultural,006923-22-4,kilogram,1150705.091762102,1183587.781331627,323747.4546620792,0.2813470253845121,emission
Acetamiprid,soil,agricultural,135410-20-7,kilogram,1180805.796625396,1186988.953040337,83894.58975607816,0.07104859240684543,emission
Methyl formate,air,urban air close to ground,000107-31-3,kilogram,1122534.455453795,1187170.653550168,423288.0396587665,0.3770824473157469,emission
Cerium-141,water,surface water,013967-74-3,kilo Becquerel,1197788.082318956,1200178.914486987,70044.50244653545,0.0584782095267863,emission
Boscalid,soil,agricultural,188425-85-6,kilogram,1188674.206393694,1202754.672673702,198514.9376133083,0.1670053380022274,emission
Malathion,soil,agricultural,000121-75-5,kilogram,1189348.509271873,1203725.089783057,71056.21139248584,0.0597438100258661,emission
Potassium,water,ground-,007440-09-7,kilogram,1195729.199496451,1210123.97379114,151186.0871918046,0.1264384003129409,emission
Vanadium,soil,,007440-62-2,kilogram,827121.8740409767,1221682.478917083,1318321.993896498,1.593866678263167,emission
Aluminium,air,non-urban air or from high stacks,007429-90-5,kilogram,1160638.955325488,1230466.888607392,420317.3694730992,0.3621430829497069,emission
Thorium-228,air,,014274-82-9,kilo Becquerel,1058878.863846898,1237612.447952756,716766.6216450414,0.676910878210407,emission
Antimony-122,water,surface water,014374-79-9,kilo Becquerel,1228494.239324226,1238406.307730085,89236.70853531132,0.07263909400535648,emission
Picoxystrobin,soil,agricultural,117428-22-5,kilogram,1234088.024144562,1239888.122903992,144225.8399397009,0.116868357133337,emission
Arsenic,soil,agricultural,007440-38-2,kilogram,1209223.305398068,1259151.451714678,385070.1084664254,0.3184441672166275,emission
Phosphoric acid,water,,007664-38-2,kilogram,1265007.884184059,1274017.812558929,135107.9380273114,0.1068040284305873,emission
"Arsenic, ion",water,,017428-41-0,kilogram,1094237.723344859,1277612.959301169,757419.5029415252,0.6921891713130216,emission
Epoxiconazole,soil,agricultural,106325-08-0,kilogram,1286472.299818703,1292901.439798871,130475.0074840076,0.1014207670871693,emission
Styrene,air,,000100-42-5,kilogram,1324817.796967455,1327116.830692979,103952.1551394037,0.07846524660021406,emission
Phorate,soil,agricultural,000298-02-2,kilogram,1288110.900518781,1330825.116511622,277101.7574789285,0.2151225933786657,emission
Propionic acid,air,non-urban air or from high stacks,000079-09-4,kilogram,1270820.545790242,1340288.765538053,360478.2389527418,0.2836578619592457,emission
Fluorine,air,non-urban air or from high stacks,007782-41-4,kilogram,1364319.838474356,1376270.828261228,126453.7588282784,0.09268630072086666,emission
"Titanium, ion",water,ground-,022541-75-9,kilogram,1357917.033276713,1382895.607832868,191263.8021741223,0.1408508748966749,emission
Thorium-228,water,ground-,014274-82-9,kilo Becquerel,1126020.896911582,1396990.127375918,996826.9327052424,0.885265038543522,emission
Water,air,lower stratosphere + upper troposphere,007732-18-5,cubic meter,1418620.350316609,1419071.596392541,38917.69106738194,0.02743347863203587,emission
Trichloroethylene,air,,000079-01-6,kilogram,1425307.818131917,1430324.083059174,125574.2602282156,0.08810325645501603,emission
Diethanolamine,water,,000111-42-2,kilogram,1447825.306761018,1451482.405132045,141586.7275044448,0.09779268731059385,emission
Tralkoxydim,soil,agricultural,087820-88-0,kilogram,1459480.779262693,1487852.463361427,292853.6839228653,0.2006560744642423,emission
Ethylene glycol monoethyl ether,air,non-urban air or from high stacks,000110-80-5,kilogram,1450458.089459718,1493860.329700171,350188.3792898029,0.2414329526889294,emission
"Hydrocarbons, chlorinated",air,,,kilogram,1469496.175093814,1496200.396358017,274298.0542676859,0.1866612917520349,emission
"Herbicides, unspecified",soil,agricultural,,kilogram,1489902.671443761,1508978.740978406,240590.4253114553,0.1614806322068783,emission
Sodium,air,non-urban air or from high stacks,007440-23-5,kilogram,1370972.660177987,1519725.641179763,684337.1134521362,0.4991617508720357,emission
"Cadmium, in ground",natural resource,in ground,7440-43-9,kilogram,1519686.347791808,1520901.849721057,61994.79051023966,0.04079446433161794,natural resource
Butene,air,,025167-67-3,kilogram,1528877.08109983,1532208.325044756,146075.8412893254,0.09554452944264344,emission
"Nitrogen, organic bound",water,,007727-37-9,kilogram,1540100.158653983,1546807.094412607,167949.4603342491,0.1090509986577974,emission
Benzene,water,ocean,000071-43-2,kilogram,1390817.912954968,1556801.744988655,759439.2822082068,0.5460378926200932,emission
Toluene,water,ocean,000108-88-3,kilogram,1370082.812268021,1575325.667436993,914461.5661489998,0.6674498489877481,emission
Ethofumesate,soil,agricultural,026225-79-6,kilogram,1550244.229205925,1576980.592767797,217799.6825816752,0.1404937870294397,emission
Xylene,water,ocean,001330-20-7,kilogram,1435109.459026329,1579967.47599607,802688.9441905626,0.5593224538671486,emission
Phenol,water,ground-,000108-95-2,kilogram,1589647.487026127,1590906.079724507,82453.02442480034,0.05186874769264186,emission
Iron,air,non-urban air or from high stacks,007439-89-6,kilogram,1450286.495786557,1618077.850542261,746640.8346291927,0.5148229931109269,emission
"Silver, ion",water,surface water,014701-21-4,kilogram,1539227.512681331,1640850.232116252,351907.6856940079,0.2286261665638925,emission
Bromine,water,ground-,007726-95-6,kilogram,1211091.415681214,1640966.538899066,1404127.561218179,1.159390235152799,emission
Magnesium,air,,007439-95-4,kilogram,1345267.863120187,1641448.631576736,1152602.725816735,0.8567830670862917,emission
Aluminium,air,,007429-90-5,kilogram,1602493.550513132,1667578.441232785,348958.5301495898,0.2177597095712806,emission
Chromium VI,air,non-urban air or from high stacks,018540-29-9,kilogram,1511966.524692318,1671882.728964728,698119.5191112049,0.4617294812484494,emission
Chlorine,soil,,007782-50-5,kilogram,1672178.510504568,1685011.263037424,193219.2856983132,0.1155494371471205,emission
Thorium-232,air,,007440-29-1,kilo Becquerel,1314959.473240729,1688100.717122784,1237706.04147244,0.941250332546069,emission
Mecoprop-P,soil,agricultural,016484-77-8,kilogram,1694529.831659644,1706033.565795231,203585.622888252,0.1201428379038082,emission
Nitrogen,soil,industrial,007727-37-9,kilogram,1244593.09432351,1709238.035468304,1647335.40112055,1.323593557311153,emission
"2,4-di-tert-butylphenol",water,,000096-76-4,kilogram,1745294.50107054,1758017.069589057,175211.590907464,0.1003908456710266,emission
"Sodium, in ground",natural resource,in ground,7440-23-5,kilogram,1763367.574982883,1764957.149374322,70577.50611600962,0.04002427350786164,natural resource
Anthraquinone,soil,agricultural,000084-65-1,kilogram,1751100.726763227,1771644.643756329,241457.7327646931,0.137889116870512,emission
"Ethane, 1,2-dichloro-",air,,000107-06-2,kilogram,1697275.501458218,1791572.590334407,599664.4586949397,0.3533100302100258,emission
Dimethachlor,soil,agricultural,050563-36-5,kilogram,1761515.510095669,1797242.915327834,316279.0297695465,0.1795493868528975,emission
Trinexapac-ethyl,soil,agricultural,095266-40-3,kilogram,1787219.72088183,1812492.176540253,246885.6605393778,0.138139512257375,emission
Chromium VI,water,ground-,018540-29-9,kilogram,1273665.798541361,1831390.230666323,2232218.284106437,1.752593409246631,emission
"Oils, non-fossil",soil,industrial,,kilogram,1741494.039788225,1854822.447393771,650575.5483602679,0.3735732270662158,emission
Boron,soil,,007440-42-8,kilogram,1769762.112440767,1890723.22882948,595831.4983272015,0.3366732139527275,emission
Ethane,air,,000074-84-0,kilogram,1861246.630037371,1894809.898641692,305736.0444957076,0.1642641225303757,emission
"Arsenic, in ground",natural resource,in ground,007440-38-2,kilogram,1895766.130543425,1895745.808651455,25298.2965924849,0.01334462947981515,natural resource
Boron,water,ground-,007440-42-8,kilogram,1611053.60808845,1905526.039117454,1119910.736951695,0.6951418198184562,emission
Trifloxystrobin,soil,agricultural,141517-21-7,kilogram,1911546.380005986,1917258.748406043,173862.6801459294,0.09095394282056862,emission
"Lithium, ion",water,surface water,017341-24-1,kilogram,1713234.947267388,1946358.093563521,938176.5696610224,0.5476053189070273,emission
Thiophanate-methyl,soil,agricultural,023564-05-8,kilogram,1902132.015733538,1955350.620804904,350823.3994172377,0.1844369352470765,emission
Potassium,air,non-urban air or from high stacks,007440-09-7,kilogram,1811762.763866615,1958142.028468188,1055803.990843241,0.5827495806294044,emission
Prothioconazol,soil,agricultural,178928-70-6,kilogram,1949123.26133518,1961183.963878312,219804.0059470778,0.1127707058385362,emission
Fluoride,soil,,016984-48-8,kilogram,1927923.45780317,1967902.694035182,406844.7475315768,0.2110274377776223,emission
Iodine-133,water,surface water,014834-67-4,kilo Becquerel,1976718.889362494,1977647.20845172,103070.6617941237,0.0521422961801942,emission
Tin,air,urban air close to ground,007440-31-5,kilogram,1948709.507833072,1985324.331854767,319055.0978486651,0.1637263514988688,emission
"Insecticides, unspecified",soil,agricultural,,kilogram,1951614.923424426,1993355.415977711,392829.3644990266,0.2012842594018207,emission
"Ethane, 1,2-dichloro-",air,urban air close to ground,000107-06-2,kilogram,1774849.726444644,2007069.492466293,1051268.421901007,0.5923140456555127,emission
Silicon,water,,007440-21-3,kilogram,1993907.042854893,2009171.564987503,211401.3966159807,0.1060236972297838,emission
Methanol,water,,000067-56-1,kilogram,1757116.010336299,2031723.592225191,1033196.445587067,0.5880069611279227,emission
Clodinafop-propargyl,soil,agricultural,105512-06-9,kilogram,2024215.350356077,2040957.051999128,267813.6947510084,0.1323049421119633,emission
"Chlorinated solvents, unspecified",water,surface water,,kilogram,1709601.601854517,2044137.259060925,1333360.438313188,0.779924654297706,emission
Flurtamone,soil,agricultural,096525-23-4,kilogram,2039235.722585532,2050746.176949501,189934.5055949007,0.09314004432704039,emission
Benzaldehyde,air,urban air close to ground,000100-52-7,kilogram,2073543.316115094,2082532.927632906,141318.839230646,0.06815330942563341,emission
Sodium,water,ground-,007440-23-5,kilogram,2069872.40975023,2092268.368149781,248702.0311094839,0.1201533147347447,emission
Propanal,air,non-urban air or from high stacks,000123-38-6,kilogram,1957850.806836236,2122786.322106329,799063.046545005,0.4081327564668938,emission
Fenamiphos,soil,agricultural,022224-92-6,kilogram,2026885.980232849,2123300.728008889,600219.1026804051,0.2961286962039433,emission
Borate,water,,011129-12-7,kilogram,2112614.066694935,2144673.856967931,327916.5291253572,0.1552183781670847,emission
"PAH, polycyclic aromatic hydrocarbons",water,surface water,130498-29-2,kilogram,1880332.431766279,2165949.283094835,1272358.812856777,0.6766669506740328,emission
"Ethene, chloro-",air,,000075-01-4,kilogram,2118964.350738049,2184437.229442058,466773.754682552,0.2202839111096757,emission
Chlorine,water,surface water,007782-50-5,kilogram,2167182.068454422,2189560.696546642,237551.812456608,0.109613223510115,emission
Lambda-cyhalothrin,soil,agricultural,091465-08-6,kilogram,2195189.568239535,2208915.882622738,190143.7013898299,0.08661835139018013,emission
Decanoic acid,water,,000334-48-5,kilogram,2219748.630595892,2234672.380823326,221607.1758068854,0.09983435635565405,emission
Nitrogen,soil,,007727-37-9,kilogram,2002460.120681383,2244335.759718678,1132455.427730121,0.5655320752878601,emission
Phenol,air,,000108-95-2,kilogram,2091706.063074757,2252943.745235157,913128.7893088158,0.436547374140389,emission
"Transformation, to unspecified, natural (non-use)",natural resource,land,,square meter,2025836.868166136,2261284.816965392,1109398.88723776,0.5476249863307255,natural resource
m-Xylene,air,,000108-38-3,kilogram,2265307.485504989,2275249.054592824,187661.0644551262,0.08284132094910383,emission
Dinitrogen tetroxide,air,,010544-72-6,kilogram,2260499.617433445,2276590.586775062,228464.778624134,0.1010682668831996,emission
Nitrogen,water,ocean,007727-37-9,kilogram,2280937.811932739,2290657.151959263,190144.212186383,0.08336229562754516,emission
"Nickel, ion",water,ocean,014701-22-5,kilogram,2010766.035658642,2337902.836943525,1333530.209135274,0.6631951134476299,emission
Methyl ethyl ketone,air,urban air close to ground,000078-93-3,kilogram,2336049.888813877,2346434.39124485,180953.6305476991,0.07746137247076423,emission
Molybdenum,air,,007439-98-7,kilogram,2364158.692589205,2379541.211347816,372934.6484503627,0.1577451842041653,emission
Spiroxamine,soil,agricultural,118134-30-8,kilogram,2364579.278408869,2390831.688568527,331981.9413699141,0.1403978899761422,emission
Manganese,soil,,007439-96-5,kilogram,1621400.588074103,2487285.165631446,2682045.100955448,1.654153279999224,emission
Iodine-133,air,non-urban air or from high stacks,014834-67-4,kilo Becquerel,2479590.990592293,2491182.308454124,183727.0236101743,0.0740956973578485,emission
Hydrogen sulfide,water,surface water,007783-06-4,kilogram,2213542.040656322,2495100.751208707,1134411.978009969,0.5124872070076487,emission
Buprofezin,soil,agricultural,069327-76-0,kilogram,2474481.847984638,2496450.925151053,444098.9680264056,0.1794714996143963,emission
Fenpropimorph,soil,agricultural,067306-03-0,kilogram,2511225.992270689,2519259.297188534,191367.5466611623,0.07620482873710814,emission
Benfluralin,soil,agricultural,001861-40-1,kilogram,2421514.016976637,2530236.594788276,728489.9022164141,0.3008406712119572,emission
Diclofop,soil,agricultural,040843-25-2,kilogram,2511586.190291233,2530709.962425215,342108.1900264258,0.1362120047278793,emission
Deltamethrin,soil,agricultural,052918-63-5,kilogram,2508938.958895203,2547168.306396274,381746.1797220011,0.1521544310070026,emission
"Gadolinium, in ground",natural resource,in ground,007440-54-2,kilogram,2552661.250946052,2556739.264892395,85142.64103425089,0.03335446134997185,natural resource
"Methane, trifluoro-, HFC-23",air,urban air close to ground,000075-46-7,kilogram,2471571.654105974,2581561.320552147,722124.579260987,0.292172220886793,emission
Cobalt,air,urban air close to ground,007440-48-4,kilogram,2400729.240234685,2615359.423818648,1018316.520067351,0.424169666033561,emission
Dimethyl carbonate,air,,000616-38-6,kilogram,2612895.302535074,2619043.150431783,213833.3034673487,0.08183768529105784,emission
"Tantalum, in ground",natural resource,in ground,007440-25-7,kilogram,2602935.238903923,2625174.823779272,339029.2339425542,0.1302488163652189,natural resource
"Transformation, from river, natural (non-use)",natural resource,land,,square meter,2510789.010575106,2626791.417491387,955259.8854870261,0.3804620306459841,natural resource
Zinc,air,lower stratosphere + upper troposphere,007440-66-6,kilogram,2375054.975776388,2637145.582683033,1206073.955517306,0.5078088582446599,emission
Metalaxil,soil,agricultural,057837-19-1,kilogram,2634796.541809225,2647694.009155495,158961.6891584287,0.0603316751923756,emission
2-Methyl-1-propanol,air,non-urban air or from high stacks,000078-83-1,kilogram,2582371.815056708,2661885.793271518,575876.274414301,0.2230028499601073,emission
Tellurium-123m,water,surface water,378784-49-7,kilo Becquerel,2646553.677115398,2667135.249598096,194133.2494556702,0.0733532257948628,emission
Barium-140,water,surface water,014798-08-4,kilo Becquerel,2688160.721717754,2698183.88826819,189036.3190813539,0.07032180686002967,emission
Selenium,air,urban air close to ground,007782-49-2,kilogram,2509870.998512821,2709836.127544425,1007923.065461428,0.4015836136831951,emission
Orbencarb,soil,agricultural,034622-58-7,kilogram,2669648.187772645,2713369.883799573,372703.659529818,0.1396077809940845,emission
Tin,air,non-urban air or from high stacks,007440-31-5,kilogram,2387246.670980502,2714975.246836293,1402865.034034641,0.5876498022127091,emission
Indoxacarb,soil,agricultural,173584-44-6,kilogram,2720797.476251611,2722717.120424274,202825.2133502775,0.07454623694730332,emission
Terpenes,air,non-urban air or from high stacks,068956-56-9,kilogram,2727496.179029647,2727496.179029646,4.658942927200225e-10,1.708139121521235e-16,emission
Quinclorac,soil,agricultural,084087-01-4,kilogram,2706012.720919056,2745538.232075384,449831.5448951572,0.1662340836085866,emission
Vanadium,air,non-urban air or from high stacks,007440-62-2,kilogram,2547283.863145296,2746460.68712984,855038.422661166,0.3356667213387812,emission
Benzaldehyde,air,,000100-52-7,kilogram,2738169.817291179,2749108.616979526,237113.4447350557,0.08659559507146554,emission
Diclofop-methyl,soil,agricultural,051338-27-3,kilogram,2734410.425974231,2769409.653789942,371961.8439763137,0.1360299977073811,emission
Terbacil,soil,agricultural,005902-51-2,kilogram,2670374.488390893,2784851.205422366,653817.8547871338,0.2448412601414229,emission
Cobalt,water,surface water,007440-48-4,kilogram,2570705.75590532,2796194.475512796,1139258.052904669,0.4431693710132372,emission
Fluorochloridone,soil,agricultural,061213-25-0,kilogram,2793148.839895727,2822128.920587332,365498.5454563168,0.1308553773561031,emission
Metribuzin,soil,agricultural,021087-64-9,kilogram,2836896.358409008,2864237.297831662,298256.3313558273,0.1051347295334736,emission
"Phenol, pentachloro-",air,non-urban air or from high stacks,000087-86-5,kilogram,2609475.164883429,2880024.043947492,1325457.714544938,0.5079403446264065,emission
Chromium VI,soil,,018540-29-9,kilogram,2833493.58266056,2911803.802540589,646181.9906440137,0.2280513337310154,emission
Alpha-cypermethrin,soil,agricultural,052315-07-8,kilogram,2864561.750845957,2935657.967171051,730204.9054161444,0.2549098148086708,emission
Tin,air,,007440-31-5,kilogram,2685768.918014172,2951551.76625905,1099354.374263274,0.4093257490953929,emission
"Samarium, in ground",natural resource,in ground,007440-19-9,kilogram,2964225.028556081,2963827.470929601,94181.06805806322,0.03177257703135319,natural resource
Phenol,water,ocean,000108-95-2,kilogram,2594184.701208686,2995098.49890642,1597637.101524898,0.6158532585519161,emission
"Anhydrite, in ground",natural resource,in ground,014798-04-0,kilogram,2999946.895023752,2999946.895023751,9.31788585440045e-10,3.106016933118636e-16,natural resource
Antimony,air,non-urban air or from high stacks,007440-36-0,kilogram,2646528.282209814,3021936.482206018,1461751.719946936,0.5523280177177602,emission
Cyclohexane (for all cycloalkanes),air,urban air close to ground,,kilogram,3043610.190404627,3051655.741747876,150006.2974995011,0.04928564701630166,emission
"PAH, polycyclic aromatic hydrocarbons",air,,130498-29-2,kilogram,2981004.203369687,3057016.418834686,451449.835932126,0.1514422003906647,emission
Radium-228,air,,015262-20-1,kilo Becquerel,2681631.841251748,3061398.044088637,1419769.247765359,0.5294422694140711,emission
Copper,soil,,007440-50-8,kilogram,2886568.749777393,3069285.541709286,904379.8063739068,0.3133061724040527,emission
Pyraclostrobin (prop),soil,agricultural,175013-18-0,kilogram,3054294.209941991,3072572.411600837,249815.4486532971,0.08179154707497603,emission
"Methane, chlorodifluoro-, HCFC-22",air,urban air close to ground,000075-45-6,kilogram,2987008.687942151,3087034.663484146,781957.5367731941,0.2617861608269745,emission
Isocyanic acid,air,urban air close to ground,000075-13-8,kilogram,2722982.008952681,3096595.862513589,1640416.551111385,0.6024338558675698,emission
Sulfur hexafluoride,air,,002551-62-4,kilogram,3103472.081239063,3109347.661262291,160298.4435991063,0.05165132451750847,emission
"Cadmium, ion",water,ground-,022537-48-0,kilogram,3115521.113167832,3119878.826627275,172023.5028643623,0.05521500147673546,emission
Diflufenican,soil,agricultural,083164-33-4,kilogram,3104572.69639867,3121600.037965612,349338.3787743144,0.1125238198414712,emission
Dodecanol,water,,000112-53-8,kilogram,3124113.755715776,3136757.381103593,245539.3735216327,0.07859488889365884,emission
Fluroxypyr,soil,agricultural,069377-81-7,kilogram,3102714.014131749,3172799.171784924,595623.6130862209,0.1919685831092937,emission
EPTC,soil,agricultural,000759-94-4,kilogram,3127886.442888218,3200877.334084396,691545.7968887447,0.2210904422253218,emission
Lanthanum-140,water,surface water,013981-28-7,kilo Becquerel,3207801.916173673,3209871.917539212,178709.5845589099,0.05571091645586336,emission
Nitrite,water,ground-,014797-65-0,kilogram,3091408.025412748,3234304.550495314,990227.5327228467,0.3203160257664909,emission
Propene,air,,000115-07-1,kilogram,3162711.969925556,3258154.303475963,771188.8528870883,0.2438378392406187,emission
Acetonitrile,air,non-urban air or from high stacks,000075-05-8,kilogram,3272995.435372136,3272995.435372136,4.658942927200225e-10,1.423449259002865e-16,emission
Dicamba,soil,agricultural,001918-00-9,kilogram,3282962.810410241,3310347.750626866,415300.6125362464,0.1265017718809767,emission
Ethene,water,surface water,000074-85-1,kilogram,3189409.976340293,3468755.054605983,1453384.12505201,0.4556905935058573,emission
Butanol,air,urban air close to ground,000071-36-3,kilogram,3196213.813082002,3473774.671922455,1502652.947492508,0.4701353023825243,emission
Sodium,water,,007440-23-5,kilogram,3418120.572126143,3474369.56873454,650643.1670864802,0.1903511457121498,emission
Styrene,air,urban air close to ground,000100-42-5,kilogram,3489236.74950148,3496130.97225009,120125.0049668713,0.03442730132428932,emission
Pirimicarb,soil,agricultural,023103-98-2,kilogram,3493881.512983882,3505496.920713144,432999.1310411223,0.1239306855232557,emission
Chromium,air,urban air close to ground,007440-47-3,kilogram,3150879.690921932,3508160.37605528,1495649.642783348,0.4746768488471638,emission
Chlorine,water,ground-,007782-50-5,kilogram,3527946.008869213,3538658.615895022,216253.4637919903,0.06129727134381642,emission
Ethephon,soil,agricultural,016672-87-0,kilogram,3495039.960207743,3542533.446085323,462710.9453108165,0.1323907453359456,emission
Iodine,air,urban air close to ground,007553-56-2,kilogram,3171885.386938963,3546906.90743878,1621184.139649332,0.5111105673379517,emission
Manganese,air,,007439-96-5,kilogram,3266716.788298142,3551798.699091548,1169075.968567512,0.3578749075387598,emission
Cyproconazole,soil,agricultural,094361-06-5,kilogram,3541837.165877699,3554709.28877507,210837.3966462069,0.05952769333311785,emission
Titanium,soil,agricultural,007440-32-6,kilogram,2848924.341615537,3560189.874198294,2740220.385703893,0.961843860040874,emission
Phenol,water,,000108-95-2,kilogram,3308289.920183165,3618320.374014881,1520031.066948246,0.4594612635594188,emission
Calcium,air,non-urban air or from high stacks,007440-70-2,kilogram,3317996.973690222,3636324.189694487,1669823.149818242,0.5032624089349581,emission
Diquat,soil,agricultural,000231-36-7,kilogram,3601600.546163008,3661578.740728722,552756.0530262421,0.1534751136172291,emission
Molybdenum,air,urban air close to ground,007439-98-7,kilogram,3585462.177021124,3663205.69177285,601005.7043011124,0.1676229380281569,emission
Barium,soil,,007440-39-3,kilogram,3301464.384663471,3675279.529462552,1712344.632889831,0.518662155146761,emission
Sulfide,water,ground-,018496-25-8,kilogram,3680737.948957582,3776522.936512649,555106.4709048859,0.1508139070487474,emission
"Particulates, < 2.5 um",air,"low population density, long-term",,kilogram,3654476.996838972,3800717.472706071,735766.7219172383,0.2013329739258607,emission
Xylene,water,,001330-20-7,kilogram,3121554.783163255,3830340.261520789,2748536.134911514,0.8805022899922523,emission
Acrolein,air,,000107-02-8,kilogram,3805621.521102755,3832303.7170402,314845.9537774081,0.08273180925416229,emission
Propanal,air,urban air close to ground,000123-38-6,kilogram,3749342.787786128,3841979.874409903,897280.1031306669,0.2393166359858185,emission
Hydrogen sulfide,air,"low population density, long-term",007783-06-4,kilogram,3865094.128123532,3872607.743501557,338013.331389025,0.08745280714628478,emission
Dimethyldichlorosilane,water,,000075-78-5,kilogram,3867049.359306163,3899971.482616411,396793.0794139096,0.1026087444317244,emission
"Aldehydes, unspecified",air,urban air close to ground,,kilogram,3917163.629921766,3917171.97634348,70.64761442036999,1.80354003801932e-05,emission
Endosulfan,soil,agricultural,000115-29-7,kilogram,3891001.141546015,3931843.873400944,622612.0522637985,0.1600133306608117,emission
Lauric acid,air,,000143-07-7,kilogram,3962945.423258823,3973353.016513837,415476.3446439739,0.1048402892973272,emission
Fluorine,air,urban air close to ground,007782-41-4,kilogram,3869374.257918182,4024497.620616459,855659.2983767383,0.2211363495339693,emission
Trisodium phosphate,air,,007601-54-9,kilogram,4033039.698833442,4054874.646393401,424298.9730281303,0.1052057516693572,emission
Borate,water,surface water,011129-12-7,kilogram,3606522.935597372,4116528.501200958,2174151.290765821,0.6028386148071737,emission
Simazine,soil,agricultural,000122-34-9,kilogram,3909560.528955976,4124598.456496356,1140423.551202466,0.2917012136673606,emission
"Gold, in ground",natural resource,in ground,007440-57-5,kilogram,4128073.395285794,4130493.228758194,159916.0859378869,0.03873867313515041,natural resource
Hypochlorite,water,ocean,014380-61-1,kilogram,4083167.340787735,4134586.949551116,476155.0476672152,0.1166141399375893,emission
Chloride,soil,,016887-00-6,kilogram,3699711.27395813,4182934.35369343,2200452.283651125,0.5947632452131797,emission
Ioxynil,soil,agricultural,001689-83-4,kilogram,4175818.303250392,4203633.495201892,534987.829281573,0.1281156866583842,emission
Mecoprop,soil,agricultural,000093-65-2,kilogram,4228955.219703462,4299113.453664257,780103.0172714867,0.1844670791586647,emission
Nitrate,water,ocean,014797-55-8,kilogram,4252424.29916367,4329446.98101168,897354.7200138419,0.2110219152379328,emission
Chloramine,water,surface water,010599-90-3,kilogram,4007947.171443879,4332756.05762215,1611249.026895275,0.4020135390943329,emission
Rubidium,water,surface water,007440-17-7,kilogram,3895778.525682658,4333288.488197153,2018093.895114309,0.5180206938895938,emission
Hypochlorite,water,surface water,014380-61-1,kilogram,4358555.585786769,4413859.815536045,547465.9425064884,0.1256071952579365,emission
Strontium,soil,,007440-24-6,kilogram,3942732.452105279,4421065.577041906,2229601.088324886,0.5654964204163431,emission
Formaldehyde,water,surface water,000050-00-0,kilogram,4144332.886585935,4466896.67623307,1598374.16095459,0.3856770690713788,emission
Fosetyl-aluminium,soil,agricultural,,kilogram,4450488.101300761,4521140.59904817,774116.1480366536,0.1739396062670968,emission
Bentazone,soil,agricultural,025057-89-0,kilogram,4549268.25085263,4600120.278855816,553997.2674773223,0.1217772259029771,emission
